gene_id	chrom	start	end	strand	unique_count	effective_count
YJL006C	X	423138	424109	-	4	4.000
tL(UAA)J	X	424432	424515	-	0	0.000
YJL005W	X	425157	431237	+	21	21.000
YJL004C	X	431589	432200	-	37	37.000
YJL003W	X	432644	433000	+	13	13.000
YJL002C	X	433221	434651	-	54	54.000
YJL001W	X	435163	435926	+	123	123.000
YJR001W	X	436802	438610	+	74	74.000
YJR002W	X	438865	440646	+	13	13.000
YJR003C	X	440994	442553	-	9	9.000
YJR004C	X	442909	444861	-	27	27.000
YJR005W	X	445923	448025	+	23	23.000
YJR005C-A	X	448477	448758	-	1	1.000
YJR006W	X	449202	450665	+	14	14.000
YJR007W	X	451020	451934	+	46	46.000
YJR008W	X	452430	453446	+	145	145.000
YJR009C	X	453683	454681	-	398	399.284
YJR010W	X	456239	457774	+	73	73.000
YJR010C-A	X	458077	458361	-	10	10.000
YJR011C	X	458641	459426	-	7	7.000
YJR012C	X	459795	460418	-	4	4.000
YJR013W	X	460382	461593	+	17	17.000
YJR014W	X	461829	462425	+	25	25.000
YJR015W	X	462721	464253	+	42	42.000
YJR016C	X	464451	466208	-	133	133.000
YJR017C	X	466521	467033	-	35	35.000
YJR018W	X	466786	467148	+	0	0.000
YJR019C	X	467232	468281	-	147	147.000
YJR020W	X	468001	468333	+	0	0.000
YJR021C	X	468555	469579	-	28	28.000
YJR022W	X	469784	470113	+	2	2.000
YJR023C	X	469804	470205	-	0	0.000
YJR024C	X	470230	470964	-	40	41.000
YJR025C	X	471138	471671	-	50	50.000
YJR026W	X	472760	474082	+	0	0.000
YJR027W	X	472760	478028	+	4	16.242
YJR028W	X	478344	479666	+	0	0.000
YJR029W	X	478344	483612	+	0	0.000
YJR030C	X	483959	486196	-	10	10.000
YJR031C	X	486586	490812	-	14	14.000
YJR032W	X	491081	492262	+	8	8.000
YJR033C	X	492378	496451	-	13	13.000
YJR034W	X	496683	497009	+	18	18.000
YJR035W	X	497355	500612	+	11	11.000
YJR036C	X	500713	503391	-	2	2.000
YJR037W	X	503102	503485	+	0	0.000
YJR038C	X	503710	504072	-	0	0.000
YJR039W	X	503936	507301	+	16	16.000
YJR040W	X	507746	510085	+	10	10.000
YJR041C	X	510239	513763	-	1	1.000
YJR042W	X	514055	516289	+	16	16.000
YJR043C	X	516461	517513	-	2	2.000
tM(CAU)J3	X	517813	517884	-	0	0.000
YJR044C	X	518763	519185	-	59	59.006
YJR045C	X	519638	521602	-	583	585.088
YJR046W	X	522048	523862	+	16	16.000
tS(AGA)J	X	524012	524093	-	2	2.000
YJR047C	X	524908	525381	-	4	4.000
YJR048W	X	526335	526664	+	239	239.000
YJR049C	X	526884	528476	-	18	18.000
YJR050W	X	528697	529404	+	8	8.000
YJR051W	X	529861	531366	+	29	29.000
tG(GCC)J2	X	531828	531898	+	0	0.000
YJR052W	X	532062	533759	+	9	9.000
YJR053W	X	534027	535751	+	6	6.000
YJR054W	X	536056	537549	+	11	11.000
tR(CCU)J	X	538555	538626	+	0	0.000
YJR055W	X	538772	539266	+	2	2.000
tD(GUC)J4	X	541508	541579	+	1	1.000
YJR056C	X	541792	542502	-	6	6.000
tY(GUA)J2	X	542956	543044	-	1	1.000
YJR057W	X	544062	544712	+	7	7.000
YJR058C	X	544732	545175	-	24	24.000
YJR059W	X	545787	548243	+	30	30.000
YJR060W	X	548759	549814	+	2	2.000
YJR061W	X	550511	553318	+	67	67.000
YJR062C	X	553476	554849	-	10	10.000
YJR063W	X	555195	555572	+	6	6.000
YJR064W	X	555914	557602	+	59	59.000
YJR065C	X	557809	559158	-	107	107.000
YJR066W	X	559416	566828	+	22	22.000
YJR067C	X	567019	567444	-	3	3.000
YJR068W	X	567643	568704	+	8	8.000
YJR069C	X	568806	569399	-	10	10.000
YJR070C	X	569621	570598	-	15	15.000
YJR071W	X	570405	570773	+	0	0.000
YJR072C	X	570967	572124	-	25	25.000
YJR073C	X	572315	572935	-	162	162.000
YJR074W	X	573095	573751	+	26	26.000
YJR075W	X	573981	575171	+	26	26.000
YJR076C	X	575354	576601	-	34	34.000
YJR077C	X	577255	578190	-	464	464.000
YJR078W	X	578860	580221	+	20	22.857
YJR079W	X	580205	581239	+	1	1.143
YJR080C	X	580432	581616	-	24	24.000
YJR082C	X	581914	582255	-	20	20.000
YJR083C	X	582608	583537	-	9	9.000
YJR084W	X	583733	585004	+	8	8.000
YJR085C	X	585120	585437	-	168	168.000
YJR086W	X	586068	586400	+	22	22.917
YJR087W	X	586400	586750	+	2	2.083
YJR088C	X	586495	587373	-	10	10.000
YJR089W	X	587718	590582	+	13	13.000
YJR090C	X	590872	594327	-	19	19.000
YJR091C	X	595061	598336	-	33	33.000
YJR092W	X	598735	603078	+	18	18.000
YJR093C	X	603220	604203	-	8	8.000
YJR094C	X	604569	605651	-	15	15.000
IRT1	X	605936	607424	-	56	56.000
YJR094W-A	X	608305	608858	+	187	187.000
YJR095W	X	609773	610741	+	61	61.000
YJR096W	X	611195	612043	+	39	39.000
YJR097W	X	612413	612931	+	4	4.000
YJR098C	X	613186	615156	-	6	6.000
YJR099W	X	615576	616286	+	20	20.000
YJR100C	X	616351	617334	-	8	8.000
tL(UAG)J	X	617919	618019	+	0	0.000
YJR101W	X	618234	619034	+	17	17.000
YJR102C	X	619157	619765	-	8	8.000
YJR103W	X	620754	622490	+	65	65.000
YJR104C	X	622550	623014	-	532	532.386
YJR105W	X	623581	624603	+	148	148.000
YJR106W	X	624838	627015	+	14	14.000
YJR107W	X	627340	628326	+	24	24.000
YJR108W	X	628712	629083	+	5	5.000
YJR109C	X	629585	632941	-	87	87.000
YJR110W	X	633615	635681	+	5	5.000
YJR111C	X	635855	636706	-	12	12.000
YJR112W	X	637030	637635	+	4	4.000
YJR112W-A	X	637790	638168	+	15	15.000
YJR113C	X	638232	638975	-	32	32.064
YJR114W	X	638659	639051	+	1	1.000
YJR115W	X	639942	640451	+	29	29.000
YJR116W	X	640825	641664	+	20	20.000
YJR117W	X	642007	643368	+	153	153.761
YJR118C	X	643490	644101	-	23	23.000
YJR119C	X	644304	646490	-	6	6.000
YJR120W	X	647126	647476	+	5	5.250
YJR121W	X	647607	649142	+	1073	1126.750
YJR122W	X	649776	651269	+	11	11.000
YJR123W	X	651901	652578	+	545	545.000
YJR124C	X	652892	654238	-	3	3.000
YJR125C	X	654737	655963	-	30	30.000
YJR126C	X	656254	658689	-	29	29.000
YJR127C	X	658917	663059	-	23	23.000
YJR128W	X	662921	663280	+	2	2.000
snR3	X	663749	663942	+	1	1.000
YJR129C	X	664000	665019	-	4	4.000
YJR130C	X	665218	667137	-	33	33.000
YJR131W	X	667644	669293	+	8	8.000
YJR132W	X	669522	672668	+	21	21.000
YJR133W	X	672991	673620	+	30	30.000
YJR134C	X	673729	675852	-	5	5.000
YJR135C	X	676059	676778	-	4	4.000
YJR135W-A	X	676971	677234	+	22	22.000
YJR136C	X	677441	678706	-	11	11.000
YJR137C	X	678957	683285	-	154	154.000
YJR138W	X	684567	689321	+	4	4.000
YJR139C	X	689445	690524	-	206	206.019
YJR140C	X	690750	695696	-	7	7.000
YJR140W-A	X	690961	691110	+	0	0.000
YJR141W	X	695906	696949	+	9	9.000
YJR142W	X	697141	698169	+	17	17.000
YJR143C	X	698326	700614	-	42	42.000
YJR144W	X	700882	701691	+	19	19.000
YJR145C	X	702027	703068	-	300	300.000
YJR146W	X	703885	704238	+	10	10.476
YJR147W	X	704196	705272	+	11	11.524
YJR148W	X	705744	706874	+	76	76.000
YJR149W	X	707160	708374	+	6	6.000
YJR150C	X	708811	709707	-	6	6.000
YJR151C	X	712255	715740	-	19	19.000
YJR151W-A	X	717580	717630	+	0	0.000
YJR152W	X	719666	721297	+	7	7.000
YJR153W	X	722815	723900	+	1	1.000
YJR154W	X	725784	726824	+	5	5.000
YJR155W	X	727405	728271	+	15	15.000
YJR156C	X	728574	729596	-	16	16.000
YJR157W	X	730515	730877	+	5	5.000
YJR158W	X	732440	734143	+	0	0.000
YJR159W	X	736044	737117	+	0	0.000
YJR160C	X	738008	739816	-	15	15.000
YJR161C	X	742848	743999	-	21	21.929
YJR162C	X	744911	745261	-	0	0.000
YKL225W	XI	451	798	+	0	0.000
YKL224C	XI	1810	2181	-	0	0.000
YKL223W	XI	2389	2721	+	0	0.000
YKL222C	XI	3503	5620	-	8	8.000
YKL221W	XI	6107	7528	+	2	2.000
YKL220C	XI	9091	11226	-	3	3.000
YKL219W	XI	14485	15708	+	15	15.000
YKL218C	XI	17359	18339	-	19	19.000
YKL217W	XI	22234	24084	+	3895	3899.572
YKL216W	XI	25215	26159	+	16	16.000
YKL215C	XI	26827	30687	-	19	19.000
YKL214C	XI	31082	31693	-	12	12.000
YKL213C	XI	31960	34107	-	34	34.000
YKL212W	XI	34543	36414	+	27	27.000
YKL211C	XI	36699	38153	-	17	17.000
snR64	XI	38811	38911	+	0	0.000
YKL210W	XI	39163	42237	+	155	155.000
YKL209C	XI	42423	46295	-	7	7.000
tT(CGU)K	XI	46735	46806	-	0	0.000
YKL208W	XI	47157	47972	+	8	8.000
YKL207W	XI	48194	48955	+	65	65.000
YKL206C	XI	49006	49809	-	15	15.000
YKL205W	XI	50051	53353	+	14	14.000
YKL204W	XI	53704	55602	+	24	24.000
YKL203C	XI	55935	63359	-	11	11.000
YKL202W	XI	63821	64402	+	24	24.235
YKL201C	XI	63930	67466	-	78	78.765
YKL198C	XI	68232	70220	-	46	46.000
YKL197C	XI	70734	73865	-	15	15.000
tN(GUU)K	XI	74624	74697	+	0	0.000
YKL196C	XI	74932	75534	-	54	54.000
YKL195W	XI	75821	77032	+	47	47.000
YKL194C	XI	77258	78646	-	5	5.000
YKL193C	XI	78866	79882	-	18	18.000
YKL192C	XI	80160	80537	-	160	160.000
YKL191W	XI	81035	82639	+	23	23.000
YKL190W	XI	82947	83550	+	41	41.000
tL(UAA)K	XI	84208	84291	+	0	0.000
YKL189W	XI	84704	85903	+	7	7.000
YKL188C	XI	86225	88786	-	32	32.000
YKL187C	XI	89284	91536	-	297	297.000
YKL186C	XI	92744	93298	-	57	57.000
YKL185W	XI	94499	96265	+	35	35.000
YKL184W	XI	96757	98157	+	29	29.000
YKL183C-A	XI	98395	98607	-	1	1.000
YKL183W	XI	98721	99641	+	16	16.000
YKL182W	XI	100671	106826	+	1048	1048.000
YKL181W	XI	107316	108599	+	63	63.000
YKL180W	XI	109269	110129	+	183	183.000
YKL179C	XI	110464	112503	-	10	10.000
YKL178C	XI	113215	114627	-	3	3.000
YKL177W	XI	114356	114694	+	0	0.000
YKL176C	XI	115500	117986	-	48	48.000
YKL175W	XI	118793	120304	+	74	74.000
YKL174C	XI	120380	122236	-	21	21.000
YKL173W	XI	122517	125543	+	10	10.000
YKL172W	XI	125759	127042	+	4	4.000
YKL171W	XI	127475	130261	+	34	34.000
YKL170W	XI	130634	131050	+	23	23.000
YKL169C	XI	130685	131068	-	1	1.000
YKL168C	XI	131288	133462	-	4	4.000
YKL167C	XI	133721	134134	-	12	12.000
YKL166C	XI	134509	135705	-	3	3.000
YKL165C-A	XI	135790	136023	-	0	0.000
YKL165C	XI	137932	140691	-	15	15.000
tE(UUC)K	XI	141018	141089	-	0	0.000
YKL164C	XI	141794	142819	-	199	199.000
YKL163W	XI	144401	145378	+	776	776.000
YKL162C-A	XI	145922	146074	-	7	7.000
YKL162C	XI	147630	148838	-	11	11.000
YKL161C	XI	149386	150687	-	17	17.000
YKL160W	XI	153269	153706	+	26	26.000
YKL159C	XI	153816	154451	-	8	8.000
YKL157W	XI	154991	158232	+	69	69.000
YKL156W	XI	158613	159212	+	59	59.000
YKL156C-A	XI	158975	159091	-	0	0.000
YKL155C	XI	159456	161342	-	9	9.000
YKL154W	XI	161601	162335	+	8	8.000
tR(UCU)K	XI	162487	162558	-	0	0.000
YKL153W	XI	163600	164109	+	22	22.038
YKL152C	XI	163642	164385	-	1148	1150.863
YKL151C	XI	164917	165930	-	41	41.000
YKL150W	XI	166544	167452	+	291	291.000
YKL149C	XI	167612	168829	-	28	28.000
YKL148C	XI	169207	171129	-	556	556.000
YKL147C	XI	171551	172168	-	1	1.000
YKL146W	XI	171783	173861	+	72	72.025
YKL145W	XI	174213	175616	+	84	90.000
YKL145W-A	XI	174958	175050	+	0	0.000
YKL144C	XI	175843	176481	-	7	7.000
YKL143W	XI	176781	178172	+	8	8.000
YKL142W	XI	178515	179174	+	63	63.000
YKL141W	XI	179667	180263	+	517	517.000
YKL140W	XI	180779	182425	+	27	27.000
YKL139W	XI	182958	184544	+	13	13.000
YKL138C-A	XI	184803	185012	-	7	7.000
YKL138C	XI	185286	185681	-	24	24.000
YKL137W	XI	185957	186292	+	12	13.000
YKL136W	XI	186416	186814	+	0	0.000
YKL135C	XI	186460	188640	-	32	32.000
YKL134C	XI	189124	191442	-	8	8.000
YKL133C	XI	191679	193070	-	7	7.000
YKL132C	XI	193574	194866	-	7	7.000
YKL131W	XI	194478	194999	+	0	0.000
YKL130C	XI	195288	196028	-	10	10.000
YKL129C	XI	196349	200167	-	6	6.000
YKL128C	XI	200884	201771	-	8	8.000
tK(CUU)K	XI	202999	203071	+	0	0.000
YKL127W	XI	203541	205253	+	32	32.000
YKL126W	XI	205707	207749	+	35	35.000
YKL125W	XI	208247	210130	+	7	7.000
YKL124W	XI	210593	212332	+	18	26.000
YKL123W	XI	212043	212423	+	0	0.000
YKL122C	XI	212495	212998	-	11	11.000
YKL121W	XI	214142	216700	+	19	19.000
YKL120W	XI	217344	218318	+	26	26.000
YKL119C	XI	218570	219217	-	5	5.000
YKL118W	XI	219126	219437	+	0	0.000
tA(AGC)K1	XI	219895	219967	+	0	0.000
YKL117W	XI	220324	220974	+	110	110.000
YKL116C	XI	221344	222900	-	14	15.000
YKL115C	XI	222893	223285	-	0	0.000
YKL114C	XI	223352	224455	-	17	17.000
YKL113C	XI	224727	225875	-	15	15.000
YKL112W	XI	226570	228765	+	17	17.000
YKL111C	XI	228464	228799	-	0	0.000
YKL110C	XI	228939	229880	-	9	10.000
YKL109W	XI	232227	233891	+	51	51.000
YKL108W	XI	234426	235787	+	5	5.000
YKL107W	XI	236141	237070	+	26	26.000
YKL106C-A	XI	237147	237266	-	1	1.000
YKL106W	XI	237536	238891	+	20	20.000
YKL105C	XI	239185	242583	-	11	11.000
YKL104C	XI	243220	245373	-	163	163.000
YKL103C	XI	246138	247682	-	27	27.000
YKL102C	XI	248062	248367	-	1	1.000
YKL101W	XI	248920	253476	+	21	21.000
YKL100C	XI	253697	255460	-	109	109.000
YKL100W-A	XI	254159	254248	+	0	0.000
YKL099C	XI	255720	256472	-	1	1.000
YKL098W	XI	256770	257843	+	5	5.000
YKL097C	XI	258503	258913	-	0	0.000
YKL096C-B	XI	259073	259222	-	0	0.000
YKL096W-A	XI	259253	259531	+	1926	1926.829
YKL096W	XI	261132	261851	+	33	33.000
YKL095W	XI	262277	263113	+	3	3.000
YKL094W	XI	263349	264290	+	84	84.000
YKL093W	XI	264789	265808	+	50	50.307
YKL092C	XI	266145	269459	-	6	6.000
YKL091C	XI	269718	270650	-	24	24.000
YKL090W	XI	271878	273209	+	10	10.000
YKL089W	XI	273394	275043	+	1	1.000
YKL088W	XI	275283	276998	+	7	7.000
YKL087C	XI	277189	277863	-	35	35.000
YKL086W	XI	278281	278664	+	1	1.000
YKL085W	XI	279123	280127	+	162	162.000
YKL084W	XI	280509	280859	+	13	13.000
YKL083W	XI	280921	281535	+	0	0.000
YKL082C	XI	281025	282329	-	12	12.000
YKL081W	XI	282891	284455	+	127	127.000
snR38	XI	283185	283279	+	0	0.000
YKL080W	XI	285030	286208	+	64	64.000
YKL079W	XI	286603	288573	+	15	15.000
YKL078W	XI	288845	291052	+	1	1.000
YKL077W	XI	291453	292631	+	46	46.000
YKL076C	XI	292838	293221	-	0	0.000
YKL075C	XI	292956	294308	-	5	6.000
YKL074C	XI	294610	296193	-	6	6.000
YKL073W	XI	296430	299075	+	9	9.000
YKL072W	XI	299582	301882	+	7	7.000
tW(CCA)K	XI	302918	303023	+	0	0.000
YKL071W	XI	305114	305884	+	10	10.000
YKL070W	XI	306211	306720	+	10	10.000
YKL069W	XI	307285	307827	+	16	16.000
tV(AAC)K1	XI	308144	308217	-	0	0.000
YKL068W-A	XI	309206	309442	+	27	27.000
YKL068W	XI	310199	313078	+	20	20.000
tH(GUG)K	XI	313401	313472	-	0	0.000
YKL067W	XI	314812	315273	+	88	97.960
YKL066W	XI	315281	315724	+	17	20.068
YKL065W-A	XI	315954	316175	+	18	18.972
YKL065C	XI	316437	317057	-	106	106.000
YKL064W	XI	317764	320673	+	54	54.000
YKL063C	XI	321015	321518	-	6	6.000
YKL062W	XI	323228	325120	+	21	21.000
YKL061W	XI	325771	326112	+	11	11.000
YKL060C	XI	326408	327487	-	2883	2883.773
YKL059C	XI	328118	329443	-	12	12.000
YKL058W	XI	330166	330534	+	58	58.000
YKL057C	XI	330856	333969	-	27	27.000
YKL056C	XI	334412	334915	-	272	272.000
YKL055C	XI	335321	336157	-	0	0.000
YKL054C	XI	336537	338753	-	42	42.000
YKL053C-A	XI	339182	339442	-	21	21.000
YKL053W	XI	339572	339946	+	1	1.000
YKL052C	XI	339668	340546	-	12	12.000
YKL051W	XI	341312	342373	+	21	21.000
YKL050C	XI	342852	345620	-	4	4.000
YKL049C	XI	346075	346764	-	16	16.000
YKL048C	XI	347214	349136	-	9	9.000
YKL047W	XI	349463	351013	+	11	11.000
YKL046C	XI	351275	352624	-	54	54.000
YKL045W	XI	353493	355079	+	12	12.000
YKL044W	XI	356322	356642	+	5	5.217
YKL043W	XI	356748	357848	+	64	66.783
YKL042W	XI	358475	359566	+	5	5.000
YKL041W	XI	360143	360817	+	14	14.000
YKL040C	XI	361058	361828	-	28	28.000
YKL039W	XI	362622	364193	+	88	88.000
snR69	XI	364776	364876	+	6	6.000
YKL038W	XI	365605	369117	+	29	29.000
YKL037W	XI	369365	369721	+	7	7.000
YKL036C	XI	369528	369920	-	1	1.000
YKL035W	XI	369891	371390	+	144	144.000
YKL034W	XI	371829	374105	+	35	35.000
YKL033W-A	XI	374505	375215	+	16	16.000
YKL033W	XI	375456	378572	+	18	18.000
tV(AAC)K2	XI	379680	379753	+	0	0.000
YKL032C	XI	380065	381858	-	39	39.000
YKL031W	XI	382072	382485	+	0	0.000
YKL030W	XI	382498	383103	+	0	0.000
YKL029C	XI	382716	384725	-	22	22.000
YKL028W	XI	385758	387206	+	11	11.000
YKL027W	XI	387562	388905	+	25	25.000
YKL026C	XI	389380	389883	-	30	30.000
YKL025C	XI	390240	392279	-	14	14.000
YKL024C	XI	392526	393140	-	13	13.765
YKL023C-A	XI	393146	393373	-	4	4.235
YKL023W	XI	393721	394554	+	16	16.000
YKL022C	XI	394726	397248	-	19	19.000
YKL021C	XI	397344	398750	-	8	8.000
YKL020C	XI	398832	402080	-	49	49.000
YKL019W	XI	402568	403518	+	22	22.000
YKL018C-A	XI	403580	403879	-	8	8.000
YKL018W	XI	404102	405091	+	3	3.000
YKL017C	XI	405190	407241	-	6	6.000
YKL016C	XI	407465	407989	-	218	218.000
YKL015W	XI	408544	411483	+	30	30.000
YKL014C	XI	411619	416913	-	7	7.000
YKL013C	XI	417508	418023	-	91	91.000
YKL012W	XI	418310	420061	+	12	12.000
YKL011C	XI	420155	421216	-	3	3.000
YKL010C	XI	421424	425875	-	25	25.000
YKL009W	XI	426242	426952	+	17	17.000
YKL008C	XI	427295	428551	-	28	28.000
YKL007W	XI	429302	430108	+	29	29.000
YKL006C-A	XI	430198	430632	-	10	10.000
snR87	XI	431030	431138	-	0	0.000
YKL006W	XI	431906	432720	+	190	190.000
YKL005C	XI	433093	434877	-	10	10.000
YKL004W	XI	435580	436785	+	72	72.000
YKL003C	XI	437097	437492	-	18	18.000
YKL002W	XI	437778	438544	+	31	31.000
YKL001C	XI	438777	439385	-	53	53.000
YKR001C	XI	440608	442722	-	81	81.000
YKR002W	XI	443232	444938	+	38	38.000
YKR003W	XI	445381	446727	+	25	25.000
YKR004C	XI	446799	448036	-	9	9.000
YKR005C	XI	448521	450167	-	3	3.000
YKR006C	XI	450423	451217	-	10	10.000
YKR007W	XI	451434	451988	+	22	22.000
YKR008W	XI	452201	454078	+	13	13.000
YKR009C	XI	454352	457054	-	334	334.000
tL(CAA)K	XI	458557	458670	+	0	0.000
YKR010C	XI	458924	461239	-	14	14.000
YKR011C	XI	461635	462696	-	13	13.000
YKR012C	XI	463739	464116	-	1	1.000
YKR013W	XI	463959	464948	+	145	145.000
YKR014C	XI	465367	466071	-	50	50.000
YKR015C	XI	466961	468667	-	8	8.000
YKR016W	XI	469717	471339	+	38	38.000
YKR017C	XI	471694	473349	-	34	34.000
YKR018C	XI	473723	475900	-	103	103.000
YKR019C	XI	476216	478063	-	7	7.000
YKR020W	XI	478338	478832	+	10	10.000
YKR021W	XI	479234	481981	+	22	22.000
YKR022C	XI	482171	483139	-	10	10.000
YKR023W	XI	483419	485011	+	4	4.000
YKR024C	XI	485144	487372	-	4	4.000
YKR025W	XI	487770	488618	+	11	11.000
YKR026C	XI	488738	489655	-	9	9.000
tR(ACG)K	XI	490968	491040	+	0	0.000
YKR027W	XI	491364	493661	+	16	16.000
YKR028W	XI	494257	497358	+	15	15.000
YKR029C	XI	497578	499833	-	8	8.000
YKR030W	XI	500282	501103	+	24	24.000
YKR031C	XI	501344	506395	-	10	10.000
YKR032W	XI	506517	506831	+	0	0.000
YKR033C	XI	506879	507304	-	0	0.000
YKR034W	XI	506898	507707	+	0	0.000
YKR035C	XI	507920	508561	-	1	1.000
YKR035W-A	XI	507939	508553	+	11	11.000
YKR036C	XI	508702	510633	-	4	4.000
YKR037C	XI	510910	511797	-	12	12.000
YKR038C	XI	511999	513159	-	36	36.000
tD(GUC)K	XI	513332	513403	-	0	0.000
YKR039W	XI	515063	516871	+	66	66.000
tA(AGC)K2	XI	517988	518060	+	0	0.000
YKR040C	XI	518063	518566	-	0	0.000
YKR041W	XI	518198	518950	+	3	3.000
YKR042W	XI	519527	520624	+	253	253.000
YKR043C	XI	520897	521712	-	27	27.000
YKR044W	XI	522015	523346	+	16	16.000
YKR045C	XI	523418	523969	-	10	10.000
YKR046C	XI	524223	525074	-	1261	1263.324
YKR047W	XI	525257	525562	+	3	3.000
YKR048C	XI	525387	526640	-	49	49.000
YKR049C	XI	526830	527231	-	34	34.016
YKR050W	XI	527815	530484	+	7	7.000
YKR051W	XI	530946	532202	+	13	13.000
YKR052C	XI	532550	533464	-	12	12.000
YKR053C	XI	534067	535281	-	4	4.000
YKR054C	XI	535647	547925	-	10	10.000
YKR055W	XI	548216	549091	+	5	5.000
YKR056W	XI	549448	551367	+	15	15.000
YKR057W	XI	551657	552242	+	130	130.000
YKR058W	XI	552770	554620	+	29	29.000
YKR059W	XI	554987	556174	+	150	150.000
YKR060W	XI	556518	557342	+	3	3.000
YKR061W	XI	557677	558954	+	10	10.000
snR42	XI	559016	559366	-	5	5.000
YKR062W	XI	559666	560652	+	8	8.000
YKR063C	XI	560789	562297	-	5	5.000
YKR064W	XI	562547	565138	+	8	8.000
YKR065C	XI	565299	565892	-	49	49.000
YKR066C	XI	566113	567198	-	94	94.000
YKR067W	XI	567918	570149	+	105	105.000
YKR068C	XI	570328	570909	-	47	47.000
YKR069W	XI	571612	573393	+	31	31.000
YKR070W	XI	573574	574632	+	23	23.000
YKR071C	XI	574934	575980	-	36	36.000
YKR072C	XI	576435	578123	-	16	16.000
YKR073C	XI	578187	578507	-	0	0.000
tK(UUU)K	XI	578965	579060	+	0	0.000
YKR074W	XI	579209	579676	+	15	15.000
YKR075C	XI	579827	580750	-	47	47.000
YKR075W-A	XI	580212	580481	+	0	0.000
YKR076W	XI	582283	583395	+	58	58.000
YKR077W	XI	583653	584744	+	19	19.000
YKR078W	XI	584952	586709	+	4	4.000
YKR079C	XI	586789	589305	-	16	16.000
YKR080W	XI	590395	591357	+	25	25.000
YKR081C	XI	591506	592540	-	6	6.000
YKR082W	XI	592825	596298	+	13	13.000
YKR083C	XI	596421	596822	-	5	5.000
YKR084C	XI	597055	598890	-	15	15.000
YKR085C	XI	599094	599681	-	5	5.000
YKR086W	XI	599857	603072	+	3	3.000
YKR087C	XI	603195	604232	-	28	28.000
YKR088C	XI	604405	605418	-	48	48.000
YKR089C	XI	605633	608365	-	25	25.000
YKR090W	XI	608946	611066	+	11	11.000
YKR091W	XI	611525	612265	+	36	36.000
YKR092C	XI	612665	613885	-	16	16.000
YKR093W	XI	615730	617535	+	20	20.000
YKR094C	XI	617996	618750	-	86	86.000
YKR095W	XI	619805	625432	+	21	21.000
YKR095W-A	XI	625864	626205	+	6	6.000
YKR096W	XI	626793	630380	+	32	32.000
YKR097W	XI	631152	632801	+	4	4.000
YKR098C	XI	633026	635179	-	1	1.000
YKR099W	XI	635851	638286	+	6	6.000
YKR100C	XI	638901	639968	-	28	28.000
YKR101W	XI	640540	642504	+	4	4.000
YKR102W	XI	646356	649865	+	15	15.000
YKR103W	XI	653080	656736	+	2	2.000
YKR104W	XI	656836	657756	+	4	4.000
YKR105C	XI	658716	660464	-	1	1.000
YKR106W	XI	661442	663289	+	2	2.000
YLL067C	XII	585	4301	-	46	89.022
YLL067W-A	XII	843	1325	+	0	0.000
YLL066W-B	XII	5605	5775	+	0	0.000
YLL066C	XII	6120	9836	-	6	19.087
YLL066W-A	XII	6486	6968	+	0	0.000
YLL065W	XII	11726	12076	+	0	0.000
YLL064C	XII	13083	13445	-	1	1.000
YLL063C	XII	14648	16072	-	0	0.000
YLL062C	XII	16639	17613	-	18	18.000
YLL061W	XII	17956	19707	+	234	234.000
YLL060C	XII	21138	21839	-	13	13.000
YLL059C	XII	22474	22980	-	2	2.000
YLL058W	XII	23569	25296	+	22	22.000
YLL057C	XII	25756	26994	-	15	15.000
YLL056C	XII	27409	28305	-	21	21.000
YLL055W	XII	30109	31704	+	52	52.000
YLL054C	XII	32673	35204	-	5	5.000
YLL053C	XII	35503	35961	-	132	139.831
YLL052C	XII	35912	36361	-	104	110.169
YLL051C	XII	37333	39471	-	39	39.000
YLL050C	XII	39804	40414	-	174	174.000
YLL049W	XII	40666	41205	+	17	17.000
YLL048C	XII	41280	46265	-	50	50.000
YLL047W	XII	46672	47055	+	0	0.000
YLL046C	XII	46714	47463	-	0	0.000
YLL045C	XII	47859	48629	-	201	201.000
YLL044W	XII	48216	48662	+	1	1.000
YLL043W	XII	49938	51947	+	34	34.000
YLL042C	XII	52087	52590	-	5	5.000
YLL041C	XII	53131	53931	-	585	585.000
YLL040C	XII	54211	63645	-	31	31.000
YLL039C	XII	64062	65207	-	358	358.000
YLL038C	XII	65775	66518	-	5	5.000
YLL037W	XII	66562	66942	+	0	0.000
YLL036C	XII	66745	68256	-	7	7.000
YLL035W	XII	68580	70478	+	5	5.000
YLL034C	XII	70633	73146	-	7	7.000
YLL033W	XII	73409	74101	+	6	6.000
YLL032C	XII	74270	76747	-	7	7.000
YLL031C	XII	77152	80205	-	32	32.000
YLL030C	XII	80356	80697	-	0	0.000
YLL029W	XII	81461	83710	+	51	51.000
YLL028W	XII	84804	86564	+	58	58.000
YLL027W	XII	87403	88155	+	52	52.000
YLL026W	XII	88623	91349	+	395	395.054
tP(UGG)L	XII	92548	92650	+	0	0.000
YLL025W	XII	94747	95121	+	2	2.000
YLL024C	XII	95566	97485	-	407	493.480
YLL023C	XII	97997	98836	-	113	113.000
YLL022C	XII	99044	100201	-	11	11.000
YLL021W	XII	100947	105347	+	19	19.000
YLL020C	XII	105556	105861	-	2	2.569
YLL019C	XII	105686	107899	-	107	137.431
YLL019W-A	XII	106908	107000	+	0	0.000
YLL018C-A	XII	108676	108972	-	3	3.000
YLL018C	XII	109902	111575	-	71	71.000
